fiscal_year,cip_number,cip_year_id,project_title,location,project_desc,FY,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,budget_amt,total_amt,source,source_code,source_name,bureau_program,bureau_name,contract_number,has_prior_appropriation,has_prior_request,request_year_min,request_year_max,request_year_list,n_request_year,request_year_range,budget_year_min,budget_year_max,n_budget_year
2019,474-097,474-097_2019,Fred B Leidig Recreation Center Field & Field House,4521 Frederick Ave,Field and Field House renovations including amenities to provide the opportunity for enhanced multi-sport field play.  Upgrade other play and court facilities.,FY2019,Total,0,0,300000,300000,300000,800000,800000,800000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2018,2022,,3,5,2018,2022,3
2019,474-101,474-101_2019,Park Facility Assessment and ADA Audit,citywide,"Conduct an audit of BCRP facilities to determine compliance with ADA requirements, deferred maintenance and capacity to meet current needs.",FY2019,Source,0,0,270000,270000,270000,270000,270000,270000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2018,2020,,3,3,2018,2020,3
2019,474-101,474-101_2019,Park Facility Assessment and ADA Audit,citywide,"Conduct an audit of BCRP facilities to determine compliance with ADA requirements, deferred maintenance and capacity to meet current needs.",FY2019,Total,0,0,270000,270000,270000,270000,270000,270000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2018,2020,,3,3,2018,2020,3
2019,474-105,474-105_2019,Greenmount Recreation Center,2304 Greenmount Ave,"Renovate and upgrade building and building systems, consistent with the LINCS corridor recommendation.",FY2019,Source,0,0,100000,100000,100000,100000,100000,100000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2020,,2,2,2019,2020,2
2019,474-105,474-105_2019,Greenmount Recreation Center,2304 Greenmount Ave,"Renovate and upgrade building and building systems, consistent with the LINCS corridor recommendation.",FY2019,Total,0,0,100000,100000,100000,100000,100000,100000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2020,,2,2,2019,2020,2
2019,474-106,474-106_2019,Druid Hill Park Reservoir Improvements,Druid Hill Park,Add Park amenities to the additional 12 acres of park land and recreational lake that will be created once the DPW tank project is completed.,FY2019,Source,0,0,100000,100000,100000,0,0,0,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2018,2024,,6,7,2018,2024,5
2019,474-106,474-106_2019,Druid Hill Park Reservoir Improvements,Druid Hill Park,Add Park amenities to the additional 12 acres of park land and recreational lake that will be created once the DPW tank project is completed.,FY2019,Total,0,0,100000,100000,100000,0,0,0,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,TRUE,2018,2024,,6,7,2018,2024,5
2019,474-108,474-108_2019,Community Parks and Playgrounds FY19,"Dewees, Violetville, and Margaret Brent Parks","Renovate the playground at Dewees Park, upgrade the play surfacing at Margaret Brent, and renovate the courts at Violetville Park.",FY2019,Source,0,0,435000,435000,435000,435000,435000,435000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-108,474-108_2019,Community Parks and Playgrounds FY19,"Dewees, Violetville, and Margaret Brent Parks","Renovate the playground at Dewees Park, upgrade the play surfacing at Margaret Brent, and renovate the courts at Violetville Park.",FY2019,Total,0,0,435000,435000,435000,435000,435000,435000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-109,474-109_2019,Waterway Improvement Program FY19,Middle Branch Park (Waterview Ave),"Renovate boating facilities, including ADA improvements and renovation of the boat ramp and parking area at Middle Branch Park by Harbor Hospital.",FY2019,Source,0,0,99000,99000,99000,99000,99000,99000,605   State Waterway Improvement Funds,605,State Waterway Improvement Funds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-109,474-109_2019,Waterway Improvement Program FY19,Middle Branch Park (Waterview Ave),"Renovate boating facilities, including ADA improvements and renovation of the boat ramp and parking area at Middle Branch Park by Harbor Hospital.",FY2019,Total,0,0,99000,99000,99000,99000,99000,99000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-110,474-110_2019,Clifton Mansion Site Improvements,Clifton Park,Renovate Clifton Park around the Mansion. Provide ADA access to the mansion and better organize vehicular and pedestrian circulation.,FY2019,Source,0,0,250000,320000,320000,320000,320000,320000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2020,,2,2,2019,2020,2
2019,474-110,474-110_2019,Clifton Mansion Site Improvements,Clifton Park,Renovate Clifton Park around the Mansion. Provide ADA access to the mansion and better organize vehicular and pedestrian circulation.,FY2019,Source,0,0,750000,416000,416000,688000,688000,688000,604   State Open Space Matching Grants,604,State Open Space Matching Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2020,,2,2,2019,2020,2
2019,474-110,474-110_2019,Clifton Mansion Site Improvements,Clifton Park,Renovate Clifton Park around the Mansion. Provide ADA access to the mansion and better organize vehicular and pedestrian circulation.,FY2019,Total,0,0,1000000,736000,736000,1008000,1008000,1008000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2020,,2,2,2019,2020,2
2019,474-111,474-111_2019,Historic Park Facility Renovations - Cylburn Mansion,Cylburn and Druid Hill Parks,Renovate two (2) park facilities Cylburn Mansion and Druid Hill Conservatory.,FY2019,Source,0,0,500000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-111,474-111_2019,Historic Park Facility Renovations - Cylburn Mansion,Cylburn and Druid Hill Parks,Renovate two (2) park facilities Cylburn Mansion and Druid Hill Conservatory.,FY2019,Source,0,0,185000,0,0,200000,200000,200000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-111,474-111_2019,Historic Park Facility Renovations - Cylburn Mansion,Cylburn and Druid Hill Parks,Renovate two (2) park facilities Cylburn Mansion and Druid Hill Conservatory.,FY2019,Source,0,0,415000,415000,415000,415000,415000,415000,604   State Open Space Matching Grants,604,State Open Space Matching Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-111,474-111_2019,Historic Park Facility Renovations - Cylburn Mansion,Cylburn and Druid Hill Parks,Renovate two (2) park facilities Cylburn Mansion and Druid Hill Conservatory.,FY2019,Total,0,0,1100000,415000,415000,615000,615000,615000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-112,474-112_2019,Cylburn Arboretum Formal Gardens,4915 Greenspring Ave,Renovate the historic formal gardens next to the mansion at Cylburn including construction of hardscape walkway paths.,FY2019,Source,0,0,200000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2021,,3,3,2020,2021,2
2019,474-112,474-112_2019,Cylburn Arboretum Formal Gardens,4915 Greenspring Ave,Renovate the historic formal gardens next to the mansion at Cylburn including construction of hardscape walkway paths.,FY2019,Total,0,0,200000,0,0,0,0,0,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2021,,3,3,2020,2021,2
2019,474-113,474-113_2019,St. Mary's Park Land Acquisition,500 block of Seminary Court and 600 block of Pennsylvania Avenue,Acquire five privately owned parcels (aprox. 2 acres) in the 500 block of Seminary Court and 600 block of Pennsylvania Ave. The properties are adjacent to St. Mary's Park and would provide park frontage and an entrance from Pennsylvania Ave.,FY2019,Source,0,0,280000,280000,280000,0,0,0,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,NA,NA,0
2019,474-113,474-113_2019,St. Mary's Park Land Acquisition,500 block of Seminary Court and 600 block of Pennsylvania Avenue,Acquire five privately owned parcels (aprox. 2 acres) in the 500 block of Seminary Court and 600 block of Pennsylvania Ave. The properties are adjacent to St. Mary's Park and would provide park frontage and an entrance from Pennsylvania Ave.,FY2019,Total,0,0,280000,280000,280000,0,0,0,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,NA,NA,0
2019,474-114,474-114_2019,Chick Webb/Madison Square Recreation Centers,623 N. Eden St/1401 E. Biddle St,"Develop complementary concepts for Chick Webb Recreation Center, per the Perkins Somerset Old Town Transformation Plan, and Madison Square Recreation Center.",FY2019,Source,0,0,100000,100000,100000,100000,100000,100000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,5,5,2019,2023,5
2019,474-114,474-114_2019,Chick Webb/Madison Square Recreation Centers,623 N. Eden St/1401 E. Biddle St,"Develop complementary concepts for Chick Webb Recreation Center, per the Perkins Somerset Old Town Transformation Plan, and Madison Square Recreation Center.",FY2019,Total,0,0,100000,100000,100000,100000,100000,100000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,5,5,2019,2023,5
2019,474-115,474-115_2019,Tree Baltimore Program FY19,City wide,Purchase & install trees for Baltimore City’s TreeBaltimore projects and complete the renovation of the TreeBaltimore Nursery.,FY2019,Source,0,0,500000,500000,500000,500000,500000,500000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-115,474-115_2019,Tree Baltimore Program FY19,City wide,Purchase & install trees for Baltimore City’s TreeBaltimore projects and complete the renovation of the TreeBaltimore Nursery.,FY2019,Total,0,0,500000,500000,500000,500000,500000,500000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-116,474-116_2019,Walter P. Carter Pool,820 E. 43rd St.,"Design and build a new park pool in conjunction with school construction by BCPS and MSA as part of the 21st Century School Buildings Plan.  As currently conceptualized, the new school building footprint impacts the existing park pool.",FY2019,Source,0,0,450000,450000,450000,450000,450000,450000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,3,5,2019,2023,3
2019,474-116,474-116_2019,Walter P. Carter Pool,820 E. 43rd St.,"Design and build a new park pool in conjunction with school construction by BCPS and MSA as part of the 21st Century School Buildings Plan.  As currently conceptualized, the new school building footprint impacts the existing park pool.",FY2019,Source,0,0,0,346000,346000,346000,346000,346000,200   General Funds,200,General Funds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,3,5,2019,2023,3
2019,474-116,474-116_2019,Walter P. Carter Pool,820 E. 43rd St.,"Design and build a new park pool in conjunction with school construction by BCPS and MSA as part of the 21st Century School Buildings Plan.  As currently conceptualized, the new school building footprint impacts the existing park pool.",FY2019,Source,0,0,1350000,1350000,1350000,1350000,1350000,1350000,604   State Open Space Matching Grants,604,State Open Space Matching Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,3,5,2019,2023,3
2019,474-116,474-116_2019,Walter P. Carter Pool,820 E. 43rd St.,"Design and build a new park pool in conjunction with school construction by BCPS and MSA as part of the 21st Century School Buildings Plan.  As currently conceptualized, the new school building footprint impacts the existing park pool.",FY2019,Source,0,0,0,96000,96000,96000,96000,96000,901   Sale of City Real Property,901,Sale of City Real Property,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,3,5,2019,2023,3
2019,474-116,474-116_2019,Walter P. Carter Pool,820 E. 43rd St.,"Design and build a new park pool in conjunction with school construction by BCPS and MSA as part of the 21st Century School Buildings Plan.  As currently conceptualized, the new school building footprint impacts the existing park pool.",FY2019,Source,0,0,400000,0,0,0,0,0,990   Other Funds (Not Classified Above),990,Other Funds (Not Classified Above),474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,3,5,2019,2023,3
2019,474-116,474-116_2019,Walter P. Carter Pool,820 E. 43rd St.,"Design and build a new park pool in conjunction with school construction by BCPS and MSA as part of the 21st Century School Buildings Plan.  As currently conceptualized, the new school building footprint impacts the existing park pool.",FY2019,Total,0,0,2200000,2242000,2242000,2242000,2242000,2242000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,3,5,2019,2023,3
2019,474-117,474-117_2019,Shake and Bake Recreation Center,1601 Pennsylvania Ave,"Renovate and upgrade building and building systems, including roof and HVAC.  Also, includes design of basement.",FY2019,Source,0,0,600000,1000000,1000000,1000000,1000000,1000000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-117,474-117_2019,Shake and Bake Recreation Center,1601 Pennsylvania Ave,"Renovate and upgrade building and building systems, including roof and HVAC.  Also, includes design of basement.",FY2019,Source,0,0,400000,600000,600000,600000,600000,600000,200   General Funds,200,General Funds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-117,474-117_2019,Shake and Bake Recreation Center,1601 Pennsylvania Ave,"Renovate and upgrade building and building systems, including roof and HVAC.  Also, includes design of basement.",FY2019,Total,0,0,1000000,1600000,1600000,1600000,1600000,1600000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2019,,1,1,2019,2019,1
2019,474-118,474-118_2019,"Park Rehabilitation Program (Latrobe, Burdick)",Latrobe and Burdick Park,Renovate passive area at Latrobe Park and create a dog park at Burdick Park.,FY2019,Source,0,0,200000,200000,200000,0,0,0,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2020,,2,2,2020,2020,1
2019,474-118,474-118_2019,"Park Rehabilitation Program (Latrobe, Burdick)",Latrobe and Burdick Park,Renovate passive area at Latrobe Park and create a dog park at Burdick Park.,FY2019,Total,0,0,200000,200000,200000,0,0,0,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2020,,2,2,2020,2020,1
2019,474-119,474-119_2019,Park Building Renovations,Various,Upgrade Recreation Centers including roofs and HVAC as well as renovations to park facilities in the South Baltimore Gateway Area.,FY2019,Source,0,0,750000,750000,750000,750000,750000,750000,100   General Obligation Bonds,100,General Obligation Bonds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,2,5,2019,2023,2
2019,474-119,474-119_2019,Park Building Renovations,Various,Upgrade Recreation Centers including roofs and HVAC as well as renovations to park facilities in the South Baltimore Gateway Area.,FY2019,Source,0,0,100000,100000,100000,500000,500000,500000,603   State Open Space Grants,603,State Open Space Grants,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,2,5,2019,2023,2
2019,474-119,474-119_2019,Park Building Renovations,Various,Upgrade Recreation Centers including roofs and HVAC as well as renovations to park facilities in the South Baltimore Gateway Area.,FY2019,Source,0,0,480000,0,0,0,0,0,690   Other State Funds,690,Other State Funds,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,2,5,2019,2023,2
2019,474-119,474-119_2019,Park Building Renovations,Various,Upgrade Recreation Centers including roofs and HVAC as well as renovations to park facilities in the South Baltimore Gateway Area.,FY2019,Source,0,0,0,480000,480000,480000,480000,480000,990   Other Funds (Not Classified Above),990,Other Funds (Not Classified Above),474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,2,5,2019,2023,2
2019,474-119,474-119_2019,Park Building Renovations,Various,Upgrade Recreation Centers including roofs and HVAC as well as renovations to park facilities in the South Baltimore Gateway Area.,FY2019,Total,0,0,1330000,1330000,1330000,1730000,1730000,1730000,NA,NA,NA,474,Dept. of Recreation & Parks,NA,FALSE,FALSE,2019,2023,,2,5,2019,2023,2
