fiscal_year,cip_number,cip_year_id,filename,project_title,location,project_desc,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,bureau_program,bureau_name,contract_number
2015,418-001,418-001_2015,FY15 Capital Budget.xls,Graceland Park-O'Donnell Heights PK-8 #240,6300 O'Donnell Street,"Replace the existing school building (75,613 sq. ft.), which is in poor condition and over-utilized with a newly constructed modern sustainable school facility.",Total,0,4590000,2000000,2000000,2000000,2000000,418,City School System - Construct,NA
2015,418-003,418-003_2015,FY15 Capital Budget.xls,Holabird ES/MS #229,1500 Imla Street,"Replace the existing school building that is in poor condition and over-utilized with a new 21st Century, state of the art facility.",Total,0,4590000,2000000,2000000,2000000,2000000,418,City School System - Construct,NA
2014,418-001,418-001_2014,FY14 Capital Budget_0.xls,Graceland Park-O'Donnell Heights PK-8 #240,6300 O'Donnell Street,"Replace the existing school building (75,613 sq. ft.), which is in poor condition and over-utilized with a newly constructed modern sustainable school facility.",Total,0,0,4590000,4590000,4590000,4590000,418,City School System - Construct,NA
2014,418-003,418-003_2014,FY14 Capital Budget_0.xls,Holabird ES/MS #229,1500 Imla Street,"Replace the existing school building that is in poor condition and over-utilized with a new 21st Century, state of the art facility.",Total,0,0,4590000,4590000,4590000,4590000,418,City School System - Construct,NA
2014,418-006,418-006_2014,FY14 Capital Budget_0.xls,Northwest School Improvements,"Mt. Washington, Cross Country, Fallstaff, and Northwestern","Make improvements to school buildings and grounds at four schools located in Northwest Baltimore (Mt. Washington, Cross Country, Fallstaff, and Northwestern).  Improvements may include porches, playgrounds, cafeterias, fields, etc.",Total,0,0,0,0,175000,175000,418,City School System - Construct,NA
2014,418-051,418-051_2014,FY14 Capital Budget_0.xls,Waverly PK-8 School #51,3400 Ellerslie Avenue,"Replace the existing elementary school facility with a new facility that will accommodate the entire expanded PK-8 program.  The replacement will include classrooms, science labs, library/media center, computer labs, etc. for the combined PK-8 program.",Total,0,11426000,3000000,3000000,3000000,3000000,418,City School System - Construct,NA
2014,418-555,418-555_2014,FY14 Capital Budget_0.xls,New Southwest Area Elementary School (Uplands),TBD,This project is currently on hold pending enrollment review and restructuring due to the implementation of Baltimore City Public Schools’ 10- Year Plan,Total,0,2600000,2000000,2000000,2000000,2000000,418,City School System - Construct,NA
2024,457-009,457-009_2024,FY24-29 Capital Budget OOE 8.11.23.xls,Park Heights Library,Park Heights,"Design and build a library in Park Heights, as recommended in the Park Heights Master Plan.",Total,0,2500000,6450000,3728000,3728000,3728000,457,Pratt Library,NA
2024,457-040,457-040_2024,FY24-29 Capital Budget OOE 8.11.23.xls,Hamilton Library HVAC Replacement,5910 Harford Rd,Replace HVAC equipment at this location that is beyond its useful life and is not working efficiently to ensure a safe and comfortable working space.,Total,0,0,1750000,0,0,0,457,Pratt Library,NA
2024,457-041,457-041_2024,FY24-29 Capital Budget OOE 8.11.23.xls,Herring Run HVAC Replacement,3801 Erdman Ave,Replace HVAC equipment at this location that is beyond its useful life and is not working efficiently to ensure a safe and comfortable working space.,Total,0,0,1800000,0,0,0,457,Pratt Library,NA
2024,457-042,457-042_2024,FY24-29 Capital Budget OOE 8.11.23.xls,Branch Modernization,TBD,Renovate branches.,Total,0,0,0,10000000,10000000,0,457,Pratt Library,NA
2023,457-002,457-002_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Clifton Branch Library Renovation,2001 N. Wolfe Street,The Enoch Pratt Library Clifton Branch was built in 1916 and is constrained when it comes to programming space.   This project calls for renovation of the existing facility to provide modern library services.,Total,0,1550000,1600000,0,0,0,457,Pratt Library,NA
2023,457-007,457-007_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Forest Park Library Renovation,3023 Garrison Boulevard,"This project will renovate the Forest Park Branch Library of the Enoch Pratt Free Library (EPFL) system, to include, if necessary, new roof, HVAC, ADA access, lighting and windows and updated restroom and public and staff spaces.",Total,0,5000000,2900000,2900000,2900000,2900000,457,Pratt Library,NA
2023,457-009,457-009_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Park Heights Library,Park Heights,"Design and build a library in Park Heights, as recommended in the Park Heights Master Plan.",Total,0,2500000,0,500000,500000,5000000,457,Pratt Library,NA
2023,457-020,457-020_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Northwood Branch Library HVAC Upgrade and Handicap Lift Installation,4420 Loch Raven Blvd.,"The HVAC system at the Northwood Branch Library is old and breaks down frequently.  It needs to be replaced/upgraded to improve the comfort of Library patrons and staff. In addition, a handicapped lift is necessary to provide access to all patrons",Total,0,0,0,0,0,300000,457,Pratt Library,NA
2023,457-037,457-037_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Waverly Library Improvements,Waverly Library Branch,Improvements to the Waverly branch of the Enoch Pratt Free Library.,Total,0,0,0,0,0,750000,457,Pratt Library,NA
2022,457-002,457-002_2022,FY22 Capital Budget.xls,Clifton Branch Library Renovation,2001 N. Wolfe Street,The Enoch Pratt Library Clifton Branch was built in 1916 and is constrained when it comes to programming space.   This project calls for renovation of the existing facility to provide modern library services.,Total,0,1350000,2000000,200000,200000,200000,457,Pratt Library,NA
2022,457-016,457-016_2022,FY22 Capital Budget.xls,Hollins Street Senior Administration Building Roof Replacement,1401 Hollins St.,The roof at Enoch Pratt Free Library's Hollins Street location (houses Senior Administration for Branches) has outlived its useful life and is in need of replacement to ensure a watertight and leak-free building.,Total,0,0,200000,200000,200000,200000,457,Pratt Library,NA
2022,457-018,457-018_2022,FY22 Capital Budget.xls,Pennsylvania Ave. Branch Library HVAC Upgrades and Modernization,1531 W. North Ave.,The HVAC system at the Pennsylvania Ave. Branch Library is old and breaks down frequently.  It needs to be replaced/upgraded to improve the comfort of Library patrons and staff.,Total,0,0,200000,200000,200000,200000,457,Pratt Library,NA
2022,457-020,457-020_2022,FY22 Capital Budget.xls,Northwood Branch Library HVAC Upgrade and Handicap Lift Installation,4420 Loch Raven Blvd.,"The HVAC system at the Northwood Branch Library is old and breaks down frequently.  It needs to be replaced/upgraded to improve the comfort of Library patrons and staff. In addition, a handicapped lift is necessary to provide access to all patrons",Total,0,200000,200000,200000,200000,200000,457,Pratt Library,NA
2022,457-022,457-022_2022,FY22 Capital Budget.xls,Hamilton Branch Roof replacement,5910 Harford Rd.,Replacement of the roof on the Hamilton Branch library,Total,0,0,200000,200000,200000,200000,457,Pratt Library,NA
2022,457-025,457-025_2022,FY22 Capital Budget.xls,Brooklyn Branch Roof replacement,300 E. Patapsco Ave. 21225,The roof at the Brooklyn Branch Library has outlived its useful life and is in need of replacement to ensure the building is watertight and leak-free.,Total,0,0,200000,200000,200000,200000,457,Pratt Library,NA
2021,457-002,457-002_2021,FY21 Capital Budget.xls,Clifton Branch Library Replacement,Broadway East,Clifton Library Branch replacement.,Total,0,1250000,1000000,100000,100000,100000,457,Pratt Library,NA
2021,457-008,457-008_2021,FY21 Capital Budget.xls,Hamilton Library Renovation,5910 Harford Rd,"Hamilton branch built in 1959 is well utilized but in need of significant modernization. Additional funding for extensive renovation of the building will be needed in future years. The project will be done in phases, with HVAC upgrades performed first",Total,0,0,200000,798000,798000,200000,457,Pratt Library,NA
2021,457-012,457-012_2021,FY21 Capital Budget.xls,Dundalk Branch Library Roof Replacement,912 Dundalk Ave.,The roof at the Dundalk Branch Library has outlived its useful life and is in need of replacement.,Total,0,0,200000,200000,200000,200000,457,Pratt Library,NA
2021,457-017,457-017_2021,FY21 Capital Budget.xls,Brooklyn Branch Library HVAC Upgrade,300 E. Patapsco Ave.,The HVAC system at the Brooklyn Branch Library is old and breaks down frequently.  It needs to be replaced/upgraded to improve the comfort of Library patrons and staff.,Total,0,0,200000,200000,200000,200000,457,Pratt Library,NA
2021,457-019,457-019_2021,FY21 Capital Budget.xls,Reisterstown Road Branch Library HVAC Upgrades,6310 Reisterstown Rd,The HVAC system at the Reisterstown Road Branch Library is old and breaks down frequently.  It needs to be replaced/upgraded to improve the comfort of Library patrons and staff.,Total,0,0,200000,200000,200000,200000,457,Pratt Library,NA
2021,457-020,457-020_2021,FY21 Capital Budget.xls,Northwood Branch Library HVAC Upgrade and Handicap Lift Installation,4420 Loch Raven Blvd.,"The HVAC system at the Reisterstown Road Branch Library is old and breaks down frequently.  It needs to be replaced/upgraded to improve the comfort of Library patrons and staff. In addition, a handicapped lift is necessary to provide access to all patrons",Total,0,0,200000,475000,475000,200000,457,Pratt Library,NA
2020,457-004,457-004_2020,FY20 Capital Budget Report.xls,Walbrook Library Renovation,3203 W. North Avenue,"Complete renovation of the Walbrook Library to include new roof, HVAC, ADA access, lighting, windows, updated restrooms, and public and staff spaces, as necessary.",Total,0,0,2000000,2000000,2000000,2000000,457,Pratt Library,NA
2020,457-009,457-009_2020,FY20 Capital Budget Report.xls,Park Heights Library,Park Heights,"Design and build a library in Park Heights, as recommended in the Park Heights Master Plan.  A feasibility study is currently underway to determine a location, programming, etc.",Total,0,500000,4000000,2000000,2000000,2000000,457,Pratt Library,NA
2019,457-004,457-004_2019,FY19 Capital Budget Report.xls,Walbrook Library Renovation,3203 W. North Avenue,"Complete renovation of the Walbrook Library to include new roof, HVAC, ADA access, lighting, windows, updated restrooms, and public and staff spaces, as necessary.",Total,0,0,500000,0,0,0,457,Pratt Library,NA
2019,457-007,457-007_2019,FY19 Capital Budget Report.xls,Forest Park Library Renovation,3023 Garrison Boulevard,"This project will renovate the Forest Park Branch Library of the Enoch Pratt Free Library (EPFL) system, to include, if necessary, new roof, HVAC, ADA access, lighting and windows and updated restroom and public and staff spaces.",Total,0,2500000,2500000,2500000,2500000,2500000,457,Pratt Library,NA
